Rep,Method,MSE
East/West_Rep3,CF-large,1.1428900797627215
East/West_Rep3,GroupDRO,0.5447656445273403
East/West_Rep4,BCF,0.3981653239523465
East/West_Rep4,AnchorBooster-small,0.2787149483995123
East/West_Rep4,AnchorBooster-medium,0.2714565356348924
East/West_Rep4,AnchorBooster-large,0.2760071033473504
East/West_Rep4,LS,0.29318756832177695
East/West_Rep4,AVE,1.2953697158057298
East/West_Rep4,CF-medium,0.9367190864178913
East/West_Rep4,CF-small,0.6002318516634565
East/West_Rep4,CF-large,1.1360138193972353
East/West_Rep4,GroupDRO,0.8992384522802641
East/West_Rep5,BCF,0.42573461543909374
East/West_Rep5,AnchorBooster-small,0.2946519100678647
East/West_Rep5,AnchorBooster-medium,0.2965029684647342
East/West_Rep5,AnchorBooster-large,0.3018473299446523
East/West_Rep5,LS,0.3371470194807196
East/West_Rep5,AVE,1.3268366130161837
East/West_Rep5,CF-medium,0.9950227333008086
East/West_Rep5,CF-small,0.6371273524450582
East/West_Rep5,CF-large,1.1780887677752994
East/West_Rep5,GroupDRO,0.6069701270541185
East/West_Rep6,BCF,0.4034026523319501
East/West_Rep6,AnchorBooster-small,0.2836443968897565
East/West_Rep6,AnchorBooster-medium,0.283594047811204
East/West_Rep6,AnchorBooster-large,0.28494310044849275
East/West_Rep6,LS,0.31590564094402157
East/West_Rep6,AVE,1.2914379021594444
East/West_Rep6,CF-medium,0.9196973076985012
East/West_Rep6,CF-small,0.6086452076460351
East/West_Rep6,CF-large,1.1150896454465877
East/West_Rep6,GroupDRO,0.5456660822061663
East/West_Rep7,BCF,0.42925309203403794
East/West_Rep7,AnchorBooster-small,0.2896036692214586
East/West_Rep7,AnchorBooster-medium,0.2891709997582514
East/West_Rep7,AnchorBooster-large,0.28778615826865594
East/West_Rep7,LS,0.32667498896083375
East/West_Rep7,AVE,1.207038302637849
East/West_Rep7,CF-medium,0.9142340888313919
East/West_Rep7,CF-small,0.6051995109009061
East/West_Rep7,CF-large,1.08699817200633
East/West_Rep7,GroupDRO,0.5692922265374222
East/West_Rep8,BCF,0.4207673148382354
East/West_Rep8,AnchorBooster-small,0.2846559391483087
East/West_Rep8,AnchorBooster-medium,0.28580804761355033
East/West_Rep8,AnchorBooster-large,0.28331915115335865
East/West_Rep8,LS,0.316537879570838
East/West_Rep8,AVE,1.3056033992439764
East/West_Rep8,CF-medium,0.9538954527433169
East/West_Rep8,CF-small,0.615098752379609
East/West_Rep8,CF-large,1.1505477987891548
East/West_Rep8,GroupDRO,0.7611286892488649
East/West_Rep9,BCF,0.4201703747877091
East/West_Rep9,AnchorBooster-small,0.29116246753360603
East/West_Rep9,AnchorBooster-medium,0.2906762031681977
East/West_Rep9,AnchorBooster-large,0.29357258518418977
East/West_Rep9,LS,0.3215532933578889
East/West_Rep9,AVE,1.2668402819594673
East/West_Rep9,CF-medium,0.9615615024691446
East/West_Rep9,CF-small,0.6121086087094431
East/West_Rep9,CF-large,1.1489182219284921
East/West_Rep9,GroupDRO,0.5451103507784644
East/West_Rep10,BCF,0.41664625811491435
East/West_Rep10,AnchorBooster-small,0.2700170697964733
East/West_Rep10,AnchorBooster-medium,0.27280615472181624
East/West_Rep10,AnchorBooster-large,0.2706381979119608
East/West_Rep10,LS,0.29752891461029396
East/West_Rep10,AVE,1.2637308017624738
East/West_Rep10,CF-medium,0.9372843859885225
East/West_Rep10,CF-small,0.5961394813323003
East/West_Rep10,CF-large,1.1242765178265872
East/West_Rep10,GroupDRO,0.5602145973916611
West/East_Rep1,BCF,0.40622603525322165
West/East_Rep1,AnchorBooster-small,0.26064079677046265
West/East_Rep1,AnchorBooster-medium,0.26098143284480474
West/East_Rep1,AnchorBooster-large,0.25980732289454517
West/East_Rep1,LS,0.2727277838018896
West/East_Rep1,AVE,1.4086592501343058
West/East_Rep1,CF-medium,0.9943329902783649
West/East_Rep1,CF-small,0.6234900769784768
West/East_Rep1,CF-large,1.211153380470569
West/East_Rep1,GroupDRO,0.5536019934364056
West/East_Rep2,BCF,0.38074520469278744
West/East_Rep2,AnchorBooster-small,0.2657855098493168
West/East_Rep2,AnchorBooster-medium,0.26223375150806544
West/East_Rep2,AnchorBooster-large,0.2606669443530404
West/East_Rep2,LS,0.2665037069855967
West/East_Rep2,AVE,1.4204166324190683
West/East_Rep2,CF-medium,0.9622946169549048
West/East_Rep2,CF-small,0.6102727910211208
West/East_Rep2,CF-large,1.2028827034418639
West/East_Rep2,GroupDRO,0.6908154369292138
West/East_Rep3,BCF,0.42154757649837266
West/East_Rep3,AnchorBooster-small,0.28810546690651717
West/East_Rep3,AnchorBooster-medium,0.2895030541245394
West/East_Rep3,AnchorBooster-large,0.29475443075035546
West/East_Rep3,LS,0.302455894620827
West/East_Rep3,AVE,1.3899889205392055
West/East_Rep3,CF-medium,0.8995929422125699
West/East_Rep3,CF-small,0.6125208736238308
West/East_Rep3,CF-large,1.0849978864009342
West/East_Rep3,GroupDRO,0.5534641911419946
West/East_Rep4,BCF,0.3988609345730747
West/East_Rep4,AnchorBooster-small,0.258731605057461
West/East_Rep4,AnchorBooster-medium,0.2575506196620927
West/East_Rep4,AnchorBooster-large,0.2580267716520486
West/East_Rep4,LS,0.2680201894454591
West/East_Rep4,AVE,1.420487540475514
West/East_Rep4,CF-medium,0.9490039618075562
West/East_Rep4,CF-small,0.6039547038235448
West/East_Rep4,CF-large,1.190658258902703
West/East_Rep4,GroupDRO,0.4795100078886155
West/East_Rep5,BCF,0.39599988323665575
West/East_Rep5,AnchorBooster-small,0.2745561807329275
West/East_Rep5,AnchorBooster-medium,0.2730407904540212
West/East_Rep5,AnchorBooster-large,0.2820161044623688
West/East_Rep5,LS,0.2819338981312277
West/East_Rep5,AVE,1.407715952284845
West/East_Rep5,CF-medium,0.9416539590534928
West/East_Rep5,CF-small,0.6084474431840968
West/East_Rep5,CF-large,1.1555528127121761
West/East_Rep5,GroupDRO,0.5948479217831462
West/East_Rep6,BCF,0.4303714094987578
West/East_Rep6,AnchorBooster-small,0.29281519982916504
West/East_Rep6,AnchorBooster-medium,0.2992645653713798
West/East_Rep6,AnchorBooster-large,0.29564814309213167
West/East_Rep6,LS,0.30719964765443697
West/East_Rep6,AVE,1.3468827312793847
West/East_Rep6,CF-medium,0.9069912802542788
West/East_Rep6,CF-small,0.6129053169566058
West/East_Rep6,CF-large,1.122510782291417
West/East_Rep6,GroupDRO,0.6072331555213036
West/East_Rep7,BCF,0.3788244994598191
West/East_Rep7,AnchorBooster-small,0.2607262514436701
West/East_Rep7,AnchorBooster-medium,0.26062357562611654
West/East_Rep7,AnchorBooster-large,0.2656477702562279
West/East_Rep7,LS,0.27496113623772106
West/East_Rep7,AVE,1.308969939861923
West/East_Rep7,CF-medium,0.8755258249690309
West/East_Rep7,CF-small,0.562920801698152
West/East_Rep7,CF-large,1.0802022050838789
West/East_Rep7,GroupDRO,0.524693402437772
West/East_Rep8,BCF,0.419840015634609
West/East_Rep8,AnchorBooster-small,0.287832253505641
West/East_Rep8,AnchorBooster-medium,0.28915022773508353
West/East_Rep8,AnchorBooster-large,0.2821468924090907
West/East_Rep8,LS,0.3088257667982835
West/East_Rep8,AVE,1.4097659336566748
West/East_Rep8,CF-medium,0.978184968343585
West/East_Rep8,CF-small,0.6264491012332756
West/East_Rep8,CF-large,1.2054167514831187
West/East_Rep8,GroupDRO,0.5623767489620572
West/East_Rep9,BCF,0.3863826856030041
West/East_Rep9,AnchorBooster-small,0.2622097106133868
West/East_Rep9,AnchorBooster-medium,0.262917340453448
West/East_Rep9,AnchorBooster-large,0.2617571925239201
West/East_Rep9,LS,0.2800415766353599
West/East_Rep9,AVE,1.3228586767333226
West/East_Rep9,CF-medium,0.8697586233465286
West/East_Rep9,CF-small,0.5851514545941147
West/East_Rep9,CF-large,1.0735387875281082
West/East_Rep9,GroupDRO,0.5321554313075622
West/East_Rep10,BCF,0.37715555546305396
West/East_Rep10,AnchorBooster-small,0.2655202771024039
West/East_Rep10,AnchorBooster-medium,0.26650891101359925
West/East_Rep10,AnchorBooster-large,0.2677151426447131
West/East_Rep10,LS,0.2812497442098348
West/East_Rep10,AVE,1.4359545951984491
West/East_Rep10,CF-medium,0.929836848064216
West/East_Rep10,CF-small,0.608967527437808
West/East_Rep10,CF-large,1.1690253748198938
West/East_Rep10,GroupDRO,0.5435218681216051
SE/rest_Rep1,BCF,0.38422274141375035
SE/rest_Rep1,AnchorBooster-small,0.308278287525582
SE/rest_Rep1,AnchorBooster-medium,0.30681079511103176
SE/rest_Rep1,AnchorBooster-large,0.30799050078380236
SE/rest_Rep1,LS,0.3295938167961255
SE/rest_Rep1,AVE,1.295337736292227
SE/rest_Rep1,CF-medium,0.9513944987427185
SE/rest_Rep1,CF-small,0.6359644471480583
SE/rest_Rep1,CF-large,1.152600363922009
SE/rest_Rep1,GroupDRO,0.5382366861717743
SE/rest_Rep2,BCF,0.3845836767314538
SE/rest_Rep2,AnchorBooster-small,0.29643188592346653
SE/rest_Rep2,AnchorBooster-medium,0.2954644084199387
SE/rest_Rep2,AnchorBooster-large,0.3004551594013324
SE/rest_Rep2,LS,0.3326092515259736
SE/rest_Rep2,AVE,1.23546088062397
SE/rest_Rep2,CF-medium,0.895790543487365
SE/rest_Rep2,CF-small,0.6096219821432527
SE/rest_Rep2,CF-large,1.0556064898165929
SE/rest_Rep2,GroupDRO,0.5139935487955676
SE/rest_Rep3,BCF,0.35175958875189545
SE/rest_Rep3,AnchorBooster-small,0.2702112024548156
SE/rest_Rep3,AnchorBooster-medium,0.2740988867057002
SE/rest_Rep3,AnchorBooster-large,0.270446151494541
SE/rest_Rep3,LS,0.29430409425745674
SE/rest_Rep3,AVE,1.279811069305409
SE/rest_Rep3,CF-medium,0.9081435082848571
SE/rest_Rep3,CF-small,0.5909919719544185
SE/rest_Rep3,CF-large,1.0974017986991658
SE/rest_Rep3,GroupDRO,0.4560263855232414
SE/rest_Rep4,BCF,0.34746124252147237
SE/rest_Rep4,AnchorBooster-small,0.2875933812616339
SE/rest_Rep4,AnchorBooster-medium,0.2878878591701989
SE/rest_Rep4,AnchorBooster-large,0.2827111820521172
SE/rest_Rep4,LS,0.3232536346667909
SE/rest_Rep4,AVE,1.2865735709641222
SE/rest_Rep4,CF-medium,0.9055101218429196
SE/rest_Rep4,CF-small,0.6145563026562313
SE/rest_Rep4,CF-large,1.1004710033226177
SE/rest_Rep4,GroupDRO,0.49696046493073637
SE/rest_Rep5,BCF,0.3453031156825159
SE/rest_Rep5,AnchorBooster-small,0.2957794842427226
SE/rest_Rep5,AnchorBooster-medium,0.29060835814133196
SE/rest_Rep5,AnchorBooster-large,0.2914127238111009
SE/rest_Rep5,LS,0.30600655891783496
SE/rest_Rep5,AVE,1.2058401375081162
SE/rest_Rep5,CF-medium,0.8624884667752679
SE/rest_Rep5,CF-small,0.5872600127910264
SE/rest_Rep5,CF-large,1.0145391460675939
SE/rest_Rep5,GroupDRO,0.6329841759524882
SE/rest_Rep6,BCF,0.34672446031660925
SE/rest_Rep6,AnchorBooster-small,0.2953432250553474
SE/rest_Rep6,AnchorBooster-medium,0.28886217725950153
SE/rest_Rep6,AnchorBooster-large,0.29225871693173755
SE/rest_Rep6,LS,0.316844990846998
SE/rest_Rep6,AVE,1.292308884742479
SE/rest_Rep6,CF-medium,0.8931100792534106
SE/rest_Rep6,CF-small,0.6177397957257015
SE/rest_Rep6,CF-large,1.0823751723717174
SE/rest_Rep6,GroupDRO,0.5605130337635542
SE/rest_Rep7,BCF,0.39194637963615137
SE/rest_Rep7,AnchorBooster-small,0.31045432699000797
SE/rest_Rep7,AnchorBooster-medium,0.31076770996979025
SE/rest_Rep7,AnchorBooster-large,0.3079954095166521
SE/rest_Rep7,LS,0.3464940139504899
SE/rest_Rep7,AVE,1.2957365826201026
SE/rest_Rep7,CF-medium,0.9210113240725334
SE/rest_Rep7,CF-small,0.6367161131228299
SE/rest_Rep7,CF-large,1.0908199765352589
SE/rest_Rep7,GroupDRO,0.5196572926696655
SE/rest_Rep8,BCF,0.3469465421541468
SE/rest_Rep8,AnchorBooster-small,0.2766909666037707
SE/rest_Rep8,AnchorBooster-medium,0.27217272830140893
SE/rest_Rep8,AnchorBooster-large,0.27689782475535374
SE/rest_Rep8,LS,0.29430403525130905
SE/rest_Rep8,AVE,1.2902495476977576
SE/rest_Rep8,CF-medium,0.9102491314847954
SE/rest_Rep8,CF-small,0.6210305290684172
SE/rest_Rep8,CF-large,1.093469233763817
SE/rest_Rep8,GroupDRO,0.45972500621703677
SE/rest_Rep9,BCF,0.34699264759182097
SE/rest_Rep9,AnchorBooster-small,0.2784509396109269
SE/rest_Rep9,AnchorBooster-medium,0.27810884074019226
SE/rest_Rep9,AnchorBooster-large,0.27478259481724954
SE/rest_Rep9,LS,0.30190955794599555
SE/rest_Rep9,AVE,1.3050699163815547
SE/rest_Rep9,CF-medium,0.9287582353293331
SE/rest_Rep9,CF-small,0.6128871967912779
SE/rest_Rep9,CF-large,1.1229236799606859
SE/rest_Rep9,GroupDRO,0.7137482254469782
SE/rest_Rep10,BCF,0.3648249631362421
SE/rest_Rep10,AnchorBooster-small,0.29417615886340703
SE/rest_Rep10,AnchorBooster-medium,0.29703028589886815
SE/rest_Rep10,AnchorBooster-large,0.2912517472407815
SE/rest_Rep10,LS,0.31413848688316404
SE/rest_Rep10,AVE,1.254959617307338
SE/rest_Rep10,CF-medium,0.9089486618717948
SE/rest_Rep10,CF-small,0.6135926590707285
SE/rest_Rep10,CF-large,1.103679826292877
SE/rest_Rep10,GroupDRO,0.5350967388260655
rest/SE_Rep1,BCF,0.4426114538484077
rest/SE_Rep1,AnchorBooster-small,0.2670483911473717
rest/SE_Rep1,AnchorBooster-medium,0.2690553075235932
rest/SE_Rep1,AnchorBooster-large,0.27138972592902944
rest/SE_Rep1,LS,0.2779469323223334
rest/SE_Rep1,AVE,1.4285187234358818
rest/SE_Rep1,CF-medium,0.9194645218085952
rest/SE_Rep1,CF-small,0.5979691584008902
rest/SE_Rep1,CF-large,1.1162051572887477
rest/SE_Rep1,GroupDRO,0.47350951349816234
rest/SE_Rep2,BCF,0.44482882696649906
rest/SE_Rep2,AnchorBooster-small,0.2528638688297402
rest/SE_Rep2,AnchorBooster-medium,0.2535737604155491
rest/SE_Rep2,AnchorBooster-large,0.25467763718437947
rest/SE_Rep2,LS,0.25512389014285214
rest/SE_Rep2,AVE,1.414653492771518
rest/SE_Rep2,CF-medium,0.9184701241019485
rest/SE_Rep2,CF-small,0.5814534684908609
rest/SE_Rep2,CF-large,1.108431902081519
rest/SE_Rep2,GroupDRO,0.5438834320436086
rest/SE_Rep3,BCF,0.4317807862137923
rest/SE_Rep3,AnchorBooster-small,0.2477132886351302
rest/SE_Rep3,AnchorBooster-medium,0.24839975657494104
rest/SE_Rep3,AnchorBooster-large,0.24942481549447348
rest/SE_Rep3,LS,0.25242021559113526
rest/SE_Rep3,AVE,1.3511651191731153
rest/SE_Rep3,CF-medium,0.854930786065315
rest/SE_Rep3,CF-small,0.5557906185618792
rest/SE_Rep3,CF-large,1.0672538258484172
rest/SE_Rep3,GroupDRO,0.44874760128032404
rest/SE_Rep4,BCF,0.4050285880985593
rest/SE_Rep4,AnchorBooster-small,0.23879999684929779
rest/SE_Rep4,AnchorBooster-medium,0.23818482226836324
rest/SE_Rep4,AnchorBooster-large,0.24145867807368407
rest/SE_Rep4,LS,0.25454744827029724
rest/SE_Rep4,AVE,1.3346210433261851
rest/SE_Rep4,CF-medium,0.8611556619808248
rest/SE_Rep4,CF-small,0.554457815587163
rest/SE_Rep4,CF-large,1.0473273166438577
rest/SE_Rep4,GroupDRO,0.5263437360030608
rest/SE_Rep5,BCF,0.4356275290916064
rest/SE_Rep5,AnchorBooster-small,0.2324085354454834
rest/SE_Rep5,AnchorBooster-medium,0.23267047914902445
rest/SE_Rep5,AnchorBooster-large,0.23246402059374846
rest/SE_Rep5,LS,0.24352345618573587
rest/SE_Rep5,AVE,1.3546323964064055
rest/SE_Rep5,CF-medium,0.8606345778275077
rest/SE_Rep5,CF-small,0.5492677798113123
rest/SE_Rep5,CF-large,1.0565702710110534
rest/SE_Rep5,GroupDRO,0.5395259016671807
rest/SE_Rep6,BCF,0.4233760736450268
rest/SE_Rep6,AnchorBooster-small,0.25377582318997477
rest/SE_Rep6,AnchorBooster-medium,0.25058860720810955
rest/SE_Rep6,AnchorBooster-large,0.2500079785182083
rest/SE_Rep6,LS,0.2658761954337664
rest/SE_Rep6,AVE,1.399379728105131
rest/SE_Rep6,CF-medium,0.9150039524106812
rest/SE_Rep6,CF-small,0.5914911430709638
rest/SE_Rep6,CF-large,1.1466085478114427
