model,test_mse,int_par,rep_id
CF,1.789540727273165,0.5,11
CF,1.753732040162111,1.0,11
CF,1.674334116411535,1.5,11
CF,1.5586825145115077,2.0,11
CF,1.4498786593836412,2.5,11
CF,1.357948078899662,3.0,11
CF,1.2795243596267742,3.5,11
CF,1.198492223497653,3.99,11
OLS,0.7308558695626549,0.5,11
OLS,0.8916784253180786,1.0,11
OLS,1.0212791300352753,1.5,11
OLS,1.28944139317818,2.0,11
OLS,1.5310079763472335,2.5,11
OLS,2.1282263249648823,3.0,11
OLS,2.916794225174036,3.5,11
OLS,3.840646192694975,3.99,11
IMP,1.1675997794623376,0.5,11
IMP,1.1675997794623376,1.0,11
IMP,1.1675997794623376,1.5,11
IMP,1.1675997794623376,2.0,11
IMP,1.1675997794623376,2.5,11
IMP,1.1675997794623376,3.0,11
IMP,1.1675997794623376,3.5,11
IMP,1.1675997794623376,3.99,11
Causal,1.9631833532701926,0.5,11
Causal,1.9631833532701926,1.0,11
Causal,1.9631833532701926,1.5,11
Causal,1.9631833532701928,2.0,11
Causal,1.9631833532701926,2.5,11
Causal,1.9631833532701926,3.0,11
Causal,1.9631833532701926,3.5,11
Causal,1.9631833532701926,3.99,11
BCF,1.3716860207454054,0.5,12
BCF,1.3029948928449235,1.0,12
BCF,1.279738117137836,1.5,12
BCF,1.204016239535602,2.0,12
BCF,1.1323748064370815,2.5,12
BCF,1.0502250021050836,3.0,12
BCF,0.9438497833307252,3.5,12
BCF,0.8891592422551317,3.99,12
CF,1.7811225810542637,0.5,12
CF,1.7326778371075047,1.0,12
CF,1.6546804322957707,1.5,12
CF,1.5820367777786286,2.0,12
CF,1.4588898711624652,2.5,12
CF,1.3425307406084692,3.0,12
CF,1.2061431965552252,3.5,12
CF,1.1001549432845437,3.99,12
OLS,0.7050380628030744,0.5,12
OLS,0.8248445137027679,1.0,12
OLS,0.9581564867260272,1.5,12
OLS,1.1310230643368622,2.0,12
OLS,1.5795508319040406,2.5,12
OLS,2.1197162334991027,3.0,12
OLS,2.9407361735666773,3.5,12
OLS,3.857056019960838,3.99,12
IMP,1.3083207944752728,0.5,12
IMP,1.3083207944752728,1.0,12
IMP,1.3083207944752728,1.5,12
IMP,1.3083207944752728,2.0,12
IMP,1.3083207944752726,2.5,12
IMP,1.3083207944752728,3.0,12
IMP,1.3083207944752728,3.5,12
IMP,1.3083207944752728,3.99,12
Causal,2.0215512397861106,0.5,12
Causal,2.0215512397861106,1.0,12
Causal,2.0215512397861106,1.5,12
Causal,2.0215512397861106,2.0,12
Causal,2.0215512397861106,2.5,12
Causal,2.0215512397861106,3.0,12
Causal,2.0215512397861106,3.5,12
Causal,2.0215512397861106,3.99,12
BCF,1.0875108571504597,0.5,13
BCF,1.1150315185283357,1.0,13
BCF,1.0766432547114253,1.5,13
BCF,1.0947333072357899,2.0,13
BCF,1.1809770095127927,2.5,13
BCF,1.1860315907785728,3.0,13
BCF,1.2876292672174359,3.5,13
BCF,1.3984739402529605,3.99,13
CF,1.9581384400841215,0.5,13
CF,1.9887780176544443,1.0,13
CF,2.000677370906146,1.5,13
CF,1.9998318236139823,2.0,13
CF,2.0496977913051935,2.5,13
CF,2.0677900923640227,3.0,13
CF,2.076672656664333,3.5,13
CF,2.0752000459891127,3.99,13
OLS,0.6680952833409569,0.5,13
OLS,0.7490162202113901,1.0,13
OLS,0.8624259646271727,1.5,13
OLS,1.0839331582551295,2.0,13
OLS,1.4320937619117262,2.5,13
OLS,1.8793057656909324,3.0,13
OLS,2.580973901247908,3.5,13
OLS,3.2396080055891763,3.99,13
IMP,1.2014703535726836,0.5,13
IMP,1.2014703535726836,1.0,13
IMP,1.2014703535726836,1.5,13
IMP,1.2014703535726836,2.0,13
IMP,1.2014703535726836,2.5,13
IMP,1.2014703535726836,3.0,13
IMP,1.2014703535726836,3.5,13
IMP,1.2014703535726836,3.99,13
Causal,1.8442032678432607,0.5,13
Causal,1.8442032678432607,1.0,13
Causal,1.8442032678432607,1.5,13
Causal,1.8442032678432607,2.0,13
Causal,1.8442032678432607,2.5,13
Causal,1.8442032678432607,3.0,13
Causal,1.8442032678432607,3.5,13
Causal,1.8442032678432607,3.99,13
BCF,1.405106377344814,0.5,14
BCF,1.356137624288406,1.0,14
BCF,1.3299076414203141,1.5,14
BCF,1.257720144553185,2.0,14
BCF,1.1651177901968717,2.5,14
BCF,1.0371495780109745,3.0,14
BCF,0.9212191410393797,3.5,14
BCF,0.8506765705668803,3.99,14
CF,2.5007577592553387,0.5,14
CF,2.480066471085773,1.0,14
CF,2.422613098882171,1.5,14
CF,2.35286606458001,2.0,14
CF,2.2726256918145946,2.5,14
CF,2.1520141913094277,3.0,14
CF,2.0003583570097936,3.5,14
CF,1.9216025830821848,3.99,14
OLS,0.7369868843642384,0.5,14
OLS,0.8338321417988511,1.0,14
OLS,1.0010094229491526,1.5,14
OLS,1.2371666583416436,2.0,14
OLS,1.5495202442046316,2.5,14
OLS,2.179624184279025,3.0,14
OLS,2.9250867690477373,3.5,14
OLS,3.776005829866711,3.99,14
IMP,1.3245687316434864,0.5,14
IMP,1.3245687316434864,1.0,14
IMP,1.3245687316434864,1.5,14
IMP,1.3245687316434864,2.0,14
IMP,1.3245687316434864,2.5,14
IMP,1.3245687316434864,3.0,14
IMP,1.3245687316434864,3.5,14
IMP,1.3245687316434864,3.99,14
Causal,1.95339588456278,0.5,14
Causal,1.95339588456278,1.0,14
Causal,1.95339588456278,1.5,14
Causal,1.95339588456278,2.0,14
Causal,1.95339588456278,2.5,14
Causal,1.95339588456278,3.0,14
Causal,1.95339588456278,3.5,14
Causal,1.95339588456278,3.99,14
BCF,1.22634199803327,0.5,15
BCF,1.2854371793741017,1.0,15
BCF,1.3270566206166807,1.5,15
BCF,1.2780784504978524,2.0,15
BCF,1.3307096778340084,2.5,15
BCF,1.4168407947714368,3.0,15
BCF,1.4927782575125235,3.5,15
BCF,1.706287582297206,3.99,15
CF,7.99027013990679,0.5,15
CF,7.895160951994173,1.0,15
CF,7.568682288096137,1.5,15
CF,7.259257834350912,2.0,15
CF,6.689759915340029,2.5,15
CF,6.296508877032516,3.0,15
CF,5.84085731878697,3.5,15
CF,5.351938553551416,3.99,15
OLS,0.7861683641797952,0.5,15
OLS,0.8234006337302386,1.0,15
OLS,0.8888852673617511,1.5,15
OLS,1.0707552243255216,2.0,15
OLS,1.3323776070160551,2.5,15
OLS,1.7424707608369268,3.0,15
OLS,2.4224547761346598,3.5,15
OLS,3.1780059895782418,3.99,15
IMP,1.3128055394700586,0.5,15
IMP,1.3128055394700586,1.0,15
IMP,1.3128055394700586,1.5,15
IMP,1.3128055394700586,2.0,15
IMP,1.3128055394700588,2.5,15
