model,test_mse,int_par,var_y,rep_id
BCF,1.156358490866171,0.5,7.395702405208256,0
BCF,1.163587925674464,1.0,6.5068904797590115,0
BCF,1.1614030025357296,1.5,5.460289311209113,0
BCF,1.1151663392504596,2.0,4.472526042846289,0
BCF,1.0822950656621555,2.5,3.3469946393766414,0
BCF,1.04605032864198,3.0,2.341953617645967,0
BCF,0.9982280551374975,3.5,1.3870203161151373,0
BCF,0.9284528875839236,3.99,0.7742842638256836,0
BCF-MLP-large,1.024339089863725,0.5,7.395702405208256,0
BCF-MLP-large,1.0274820183537827,1.0,6.5068904797590115,0
BCF-MLP-large,1.022239565655808,1.5,5.460289311209113,0
BCF-MLP-large,0.9961759184023605,2.0,4.472526042846289,0
BCF-MLP-large,0.9590367651522902,2.5,3.3469946393766414,0
BCF-MLP-large,0.9090414836744054,3.0,2.341953617645967,0
BCF-MLP-large,0.8439396112877013,3.5,1.3870203161151373,0
BCF-MLP-large,0.7584630087240148,3.99,0.7742842638256836,0
IMP,0.9883597356682899,0.5,7.395702405208256,0
IMP,0.9883597356682899,1.0,6.5068904797590115,0
IMP,0.9883597356682899,1.5,5.460289311209113,0
IMP,0.9883597356682899,2.0,4.472526042846289,0
IMP,0.9883597356682899,2.5,3.3469946393766414,0
IMP,0.9883597356682899,3.0,2.341953617645967,0
IMP,0.9883597356682899,3.5,1.3870203161151373,0
IMP,0.9883597356682899,3.99,0.7742842638256836,0
Causal,1.9524883760281668,0.5,7.395702405208256,0
Causal,1.9524883760281668,1.0,6.5068904797590115,0
Causal,1.9524883760281664,1.5,5.460289311209113,0
Causal,1.9524883760281666,2.0,4.472526042846289,0
Causal,1.9524883760281666,2.5,3.3469946393766414,0
Causal,1.9524883760281664,3.0,2.341953617645967,0
Causal,1.9524883760281664,3.5,1.3870203161151373,0
Causal,1.9524883760281668,3.99,0.7742842638256836,0
OLS,0.34715928593204226,0.5,7.395702405208256,0
OLS,0.6936893266334477,1.0,6.5068904797590115,0
OLS,1.0901270722112737,1.5,5.460289311209113,0
OLS,1.4988196898517872,2.0,4.472526042846289,0
OLS,1.8320532079152838,2.5,3.3469946393766414,0
OLS,2.1561269228219397,3.0,2.341953617645967,0
OLS,2.370664904561958,3.5,1.3870203161151373,0
OLS,2.5232882728673713,3.99,0.7742842638256836,0
