model,test_mse,int_par,var_y,rep_id
BCF,0.6173361095758598,0.5,7.395702405208256,0
BCF,0.8382807246658269,1.0,6.5068904797590115,0
BCF,0.9254392478965618,1.5,5.460289311209113,0
BCF,0.9572150377893945,2.0,4.472526042846289,0
BCF,1.1117471552452654,2.5,3.3469946393766414,0
BCF,1.09776257840085,3.0,2.341953617645967,0
BCF,1.1316126702171632,3.5,1.3870203161151373,0
BCF,1.158872479843892,3.99,0.7742842638256836,0
BCF-MLP-large,0.8848860317443507,0.5,7.395702405208256,0
BCF-MLP-large,0.8877916400444247,1.0,6.5068904797590115,0
BCF-MLP-large,0.8767342682877354,1.5,5.460289311209113,0
BCF-MLP-large,0.8404766652663207,2.0,4.472526042846289,0
BCF-MLP-large,0.826893589528848,2.5,3.3469946393766414,0
BCF-MLP-large,0.7858961117782832,3.0,2.341953617645967,0
BCF-MLP-large,0.7570024991322266,3.5,1.3870203161151373,0
BCF-MLP-large,0.7150087488602048,3.99,0.7742842638256836,0
IMP,0.9883597356682899,0.5,7.395702405208256,0
IMP,0.9883597356682899,1.0,6.5068904797590115,0
IMP,0.9883597356682899,1.5,5.460289311209113,0
IMP,0.9883597356682899,2.0,4.472526042846289,0
IMP,0.9883597356682899,2.5,3.3469946393766414,0
IMP,0.9883597356682899,3.0,2.341953617645967,0
IMP,0.9883597356682899,3.5,1.3870203161151373,0
IMP,0.9883597356682899,3.99,0.7742842638256836,0
Causal,1.9524883760281668,0.5,7.395702405208256,0
Causal,1.9524883760281668,1.0,6.5068904797590115,0
Causal,1.9524883760281664,1.5,5.460289311209113,0
Causal,1.9524883760281666,2.0,4.472526042846289,0
Causal,1.9524883760281666,2.5,3.3469946393766414,0
Causal,1.9524883760281664,3.0,2.341953617645967,0
Causal,1.9524883760281664,3.5,1.3870203161151373,0
Causal,1.9524883760281668,3.99,0.7742842638256836,0
OLS,0.016851664202913605,0.5,7.395702405208256,0
OLS,0.51542944125768,1.0,6.5068904797590115,0
OLS,0.9408821346724922,1.5,5.460289311209113,0
OLS,1.2610046738234992,2.0,4.472526042846289,0
OLS,1.7007439347232758,2.5,3.3469946393766414,0
OLS,1.8953669684174128,3.0,2.341953617645967,0
OLS,2.1419022671993235,3.5,1.3870203161151373,0
OLS,2.386869938774979,3.99,0.7742842638256836,0
